Label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
2,0,1060375,0,2047,1384125,145665,1013733,116756,246656,142787,674599,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-1073,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0
2,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-1073,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0
2,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-1073,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,1151419,0,-2048,1512127,133134,622315,177082,410428,156756,504118,200,0
2,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-1073,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,1151419,0,-2048,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0
2,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-1073,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,1151419,0,-2048,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0
2,0,265408,0,-1073,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,1151419,0,-2048,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0
2,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,1151419,0,-2048,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,928,1512127,133134,622315,177082,410428,156756,504118,200,0
2,0,265408,0,-2048,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,1151419,0,-2048,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,928,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,-2048,1512127,133134,622315,177082,410428,156756,504118,200,0
2,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,1151419,0,-2048,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,928,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,-2048,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,-2048,1512127,133134,622315,177082,410428,156756,504118,200,0
2,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,265408,0,2047,527127,25887,83025,16862,70854,47066,189004,200,0,0,1151419,0,-2048,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,2047,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,928,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,-2048,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,-2048,1512127,133134,622315,177082,410428,156756,504118,200,0,0,1151419,0,6,1512127,133134,622315,177082,410428,156756,504118,200,0
