0,1422010,0,33,390432,52500,121329,51364,25706,6084,5712,0,0,2
0,1422010,0,53,390432,52500,121329,51364,25706,6084,5712,0,0,2
0,1422010,0,17,390432,52500,121329,51364,25706,6084,5712,0,0,2
0,1422010,0,51,390432,52500,121329,51364,25706,6084,5712,0,0,2
0,1422010,0,45,390432,52500,121329,51364,25706,6084,5712,0,0,2
0,1422010,0,76,390432,52500,121329,51364,25706,6084,5712,0,0,2
0,1422010,0,7,390432,52500,121329,51364,25706,6084,5712,0,0,2
0,1422010,0,101,390432,52500,121329,51364,25706,6084,5712,0,0,2
0,1422010,0,26,390432,52500,121329,51364,25706,6084,5712,0,0,2
0,342139,0,85,49563,29869,6210,6611,3996,4373,3664,0,0,2
0,342139,0,53,49563,29869,6210,6611,3996,4373,3664,0,0,2
0,342139,0,-22,49563,29869,6210,6611,3996,4373,3664,0,0,2
0,342139,0,269,49563,29869,6210,6611,3996,4373,3664,0,0,2
0,342139,0,5,49563,29869,6210,6611,3996,4373,3664,0,0,2
0,342139,0,170,49563,29869,6210,6611,3996,4373,3664,0,0,2
0,342139,0,-182,49563,29869,6210,6611,3996,4373,3664,0,0,2
0,342139,0,-35,49563,29869,6210,6611,3996,4373,3664,0,0,2
0,342139,0,-44,49563,29869,6210,6611,3996,4373,3664,0,0,2
0,342139,0,141,49563,29869,6210,6611,3996,4373,3664,0,0,2
0,1846682,0,82,1030345,32513,58988,258461,41336,89014,37508,0,0,2
0,1846682,0,-33,1030345,32513,58988,258461,41336,89014,37508,0,0,2
0,1846682,0,-18,1030345,32513,58988,258461,41336,89014,37508,0,0,2
0,1846682,0,117,1030345,32513,58988,258461,41336,89014,37508,0,0,2
0,1846682,0,60,1030345,32513,58988,258461,41336,89014,37508,0,0,2
0,1846682,0,32,1030345,32513,58988,258461,41336,89014,37508,0,0,2
0,1846682,0,24,1030345,32513,58988,258461,41336,89014,37508,0,0,2
0,1846682,0,490,1030345,32513,58988,258461,41336,89014,37508,0,0,2
0,1846682,0,-135,1030345,32513,58988,258461,41336,89014,37508,0,0,2
0,1846682,0,16,1030345,32513,58988,258461,41336,89014,37508,0,0,2
30,94661,35,131,52273,2699,3176,4448,1784,5959,2726,0,0,2
30,94661,35,7,52273,2699,3176,4448,1784,5959,2726,0,0,2
30,94661,35,-13,52273,2699,3176,4448,1784,5959,2726,0,0,2
30,94661,35,405,52273,2699,3176,4448,1784,5959,2726,0,0,2
30,94661,35,-278,52273,2699,3176,4448,1784,5959,2726,0,0,2
30,94661,35,80,52273,2699,3176,4448,1784,5959,2726,0,0,2
30,94661,35,133,52273,2699,3176,4448,1784,5959,2726,0,0,2
30,94661,35,-61,52273,2699,3176,4448,1784,5959,2726,0,0,2
30,94661,35,104,52273,2699,3176,4448,1784,5959,2726,0,0,2
30,94661,35,82,52273,2699,3176,4448,1784,5959,2726,0,0,2
16,1876486,50,67,821777,559509,126783,144260,36793,53505,40695,0,0,2
16,1876486,50,39,821777,559509,126783,144260,36793,53505,40695,0,0,2
16,1876486,50,149,821777,559509,126783,144260,36793,53505,40695,0,0,2
16,1876486,50,-33,821777,559509,126783,144260,36793,53505,40695,0,0,2
16,1876486,50,257,821777,559509,126783,144260,36793,53505,40695,0,0,2
16,1876486,50,-226,821777,559509,126783,144260,36793,53505,40695,0,0,2
16,1876486,50,455,821777,559509,126783,144260,36793,53505,40695,0,0,2
