0,645421,0,54,56867,15038,8555,4769,7209,3660,25957,25,0,1
0,645421,0,-40,56867,15038,8555,4769,7209,3660,25957,25,0,1
0,645421,0,84,56867,15038,8555,4769,7209,3660,25957,25,0,1
0,645421,0,52,56867,15038,8555,4769,7209,3660,25957,25,0,1
0,645421,0,140,56867,15038,8555,4769,7209,3660,25957,25,0,1
0,645421,0,74,56867,15038,8555,4769,7209,3660,25957,25,0,1
0,645421,0,-146,56867,15038,8555,4769,7209,3660,25957,25,0,1
0,645421,0,-77,56867,15038,8555,4769,7209,3660,25957,25,0,1
0,645421,0,64,56867,15038,8555,4769,7209,3660,25957,25,0,1
0,645421,0,93,56867,15038,8555,4769,7209,3660,25957,25,0,1
0,97017,0,12,22219,6540,3850,6283,4981,2587,26432,0,0,1
0,97017,0,-33,22219,6540,3850,6283,4981,2587,26432,0,0,1
0,97017,0,-250,22219,6540,3850,6283,4981,2587,26432,0,0,1
0,97017,0,183,22219,6540,3850,6283,4981,2587,26432,0,0,1
0,97017,0,100,22219,6540,3850,6283,4981,2587,26432,0,0,1
0,97017,0,261,22219,6540,3850,6283,4981,2587,26432,0,0,1
0,97017,0,-70,22219,6540,3850,6283,4981,2587,26432,0,0,1
0,97017,0,11,22219,6540,3850,6283,4981,2587,26432,0,0,1
0,97017,0,10,22219,6540,3850,6283,4981,2587,26432,0,0,1
0,97017,0,20,22219,6540,3850,6283,4981,2587,26432,0,0,1
0,808762,0,28,64177,34271,39433,40855,16890,8489,119674,0,0,1
0,808762,0,0,64177,34271,39433,40855,16890,8489,119674,0,0,1
0,808762,0,6,64177,34271,39433,40855,16890,8489,119674,0,0,1
0,808762,0,48,64177,34271,39433,40855,16890,8489,119674,0,0,1
0,808762,0,64,64177,34271,39433,40855,16890,8489,119674,0,0,1
0,808762,0,225,64177,34271,39433,40855,16890,8489,119674,0,0,1
0,808762,0,-220,64177,34271,39433,40855,16890,8489,119674,0,0,1
0,808762,0,-7,64177,34271,39433,40855,16890,8489,119674,0,0,1
0,808762,0,41,64177,34271,39433,40855,16890,8489,119674,0,0,1
0,808762,0,-5,64177,34271,39433,40855,16890,8489,119674,0,0,1
0,357542,0,359,85990,67979,16870,9088,6513,5989,209359,0,0,1
0,357542,0,-133,85990,67979,16870,9088,6513,5989,209359,0,0,1
0,357542,0,-9,85990,67979,16870,9088,6513,5989,209359,0,0,1
0,357542,0,0,85990,67979,16870,9088,6513,5989,209359,0,0,1
0,357542,0,184,85990,67979,16870,9088,6513,5989,209359,0,0,1
0,357542,0,13,85990,67979,16870,9088,6513,5989,209359,0,0,1
0,357542,0,-181,85990,67979,16870,9088,6513,5989,209359,0,0,1
0,357542,0,-30,85990,67979,16870,9088,6513,5989,209359,0,0,1
0,357542,0,52,85990,67979,16870,9088,6513,5989,209359,0,0,1
0,357542,0,99,85990,67979,16870,9088,6513,5989,209359,0,0,1
